,country_name,year,FDI4,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,v2cacamps,v2caviol,v2cagenmob,v2cademmob,v2x_regime,v2x_neopat,v2xnp_client,v2xnp_regcorr,v2x_corr,v2x_execorr,v2x_pubcorr,v2x_rule,v2xcl_prpty,v2xcl_acjst,v2x_freexp,e_wbgi_cce,e_wbgi_gee,e_wbgi_pve,e_wbgi_rle,e_wbgi_rqe,e_wbgi_vae,e_gdp,e_gdppc,e_miinflat,e_total_fuel_income_pc,e_total_resources_income_pc
736,Mali,1981,,0.191,0.126,0.103,0.073,0.166,0.705,-0.415,0.108,0.264,Closed Autocracy,0.803,0.815,0.854,0.711,0.888,0.48,0.341,0.8,0.583,0.43,,,,,,,565.487,0.772,,0.0,2.718
737,Venezuela,1981,,0.736,0.596,0.411,0.629,0.504,-2.906,-2.135,0.123,-0.705,Electoral Democracy,0.413,0.616,0.631,0.708,0.49,0.525,0.573,0.907,0.656,0.897,,,,,,,18949.129,11.706,16.244,4232.363,4289.02
738,Guyana,1981,,0.25,0.177,0.157,0.127,0.224,0.687,-0.482,-0.656,-1.245,Electoral Autocracy,0.607,0.551,0.616,0.508,0.749,0.635,0.488,0.878,0.76,0.318,,,,,,,312.523,3.777,,0.0,155.037
739,Bahrain,1981,,0.049,,0.012,0.021,0.101,1.165,0.411,-0.751,-0.488,Closed Autocracy,,0.296,0.882,,0.883,0.458,0.197,0.745,0.425,0.177,,,,,,,771.457,18.864,11.345,5207.35,5207.35
740,Mauritania,1981,,0.095,0.043,0.032,0.016,0.094,0.16,-0.599,1.101,-1.292,Closed Autocracy,0.918,0.763,0.504,0.694,0.377,0.755,0.184,0.446,0.525,0.181,,,,,,,499.021,2.817,,0.0,291.598
741,Papua New Guinea,1981,,0.558,0.43,0.332,0.343,0.305,0.053,-1.247,-1.435,-1.229,Electoral Democracy,0.41,0.82,0.66,0.621,0.671,0.726,0.551,0.648,0.599,0.785,,,,,,,998.147,2.554,8.054,0.0,397.583
742,Panama,1981,,0.126,0.077,0.12,0.105,0.16,0.801,-0.411,-1.035,-1.463,Closed Autocracy,0.857,0.854,0.768,0.744,0.73,0.654,0.214,0.686,0.276,0.151,,,,,,,1544.919,7.172,7.3,0.0,0.0
743,Dominican Republic,1981,,0.476,0.293,0.303,0.236,0.228,1.032,-1.003,0.039,-0.642,Electoral Autocracy,0.727,0.808,0.887,0.829,0.897,0.726,0.367,0.668,0.692,0.818,,,,,,,3082.62,4.867,7.523,0.0,125.322
744,Senegal,1981,,0.455,0.345,0.204,0.375,0.327,0.606,0.083,0.253,0.419,Electoral Autocracy,0.381,0.624,0.28,0.392,0.239,0.444,0.682,0.788,0.792,0.734,,,,,,,1345.862,2.16,5.913,0.0,0.0
745,Libya,1981,,0.072,0.049,0.044,0.028,0.132,0.53,-0.676,0.34,-0.881,Closed Autocracy,0.889,0.716,0.854,0.863,0.854,0.856,0.091,0.395,0.183,0.047,,,,,,,6448.009,18.54,11.2,10527.62,10527.62
746,Nepal,1981,,0.107,0.096,0.065,0.073,0.071,1.832,0.118,-0.889,-0.299,Closed Autocracy,0.798,0.865,0.876,0.847,0.85,0.684,0.222,0.394,0.222,0.271,,,,,,,1493.102,0.933,11.145,0.046,0.046
747,Togo,1981,,0.15,0.063,0.066,0.036,0.149,-0.459,-0.003,-1.612,-1.562,Electoral Autocracy,0.952,0.817,0.874,0.668,0.913,0.402,0.138,0.697,0.311,0.155,,,,,,,530.825,1.784,19.716,0.0,0.0
748,Mauritius,1981,,0.707,0.604,0.452,0.644,0.564,1.012,-1.558,1.557,1.272,Electoral Democracy,0.261,0.424,0.608,0.549,0.589,0.278,0.748,0.82,0.85,0.778,,,,,,,677.5,6.573,26.45,0.0,0.0
749,Botswana,1981,,0.638,0.528,0.378,0.525,0.389,-2.239,-2.824,-2.182,-1.701,Electoral Democracy,0.172,0.168,0.153,0.18,0.159,0.146,0.9,0.666,0.788,0.858,,,,,,,312.019,3.146,16.428,29.295,394.108
750,Egypt,1981,,0.187,0.165,0.08,0.155,0.113,-0.737,0.107,-2.011,-1.857,Electoral Autocracy,0.578,0.707,0.717,0.756,0.704,0.781,0.388,0.663,0.685,0.275,,,,,,,11350.993,2.549,10.4,399.195,401.027
751,Ecuador,1981,,0.699,0.457,0.447,0.435,0.385,-0.113,-1.398,-1.145,-1.229,Electoral Democracy,0.518,0.539,0.515,0.592,0.374,0.366,0.495,0.794,0.464,0.888,,,,,,,6175.616,7.013,16.387,776.965,777.786
752,Bolivia,1981,,0.099,0.024,0.039,0.029,0.102,1.901,0.576,0.531,0.673,Closed Autocracy,0.95,0.7,0.846,0.873,0.851,0.916,0.04,0.272,0.264,0.075,,,,,,,1692.656,2.87,32.134,199.848,506.716
753,Guatemala,1981,,0.165,0.066,0.096,0.05,0.048,2.746,3.098,-0.808,-1.021,Electoral Autocracy,0.854,0.795,0.86,0.795,0.884,0.788,0.09,0.152,0.008,0.044,,,,,,,3584.048,4.793,11.4,20.879,21.398
754,Kuwait,1981,,0.261,0.267,0.087,0.269,0.218,-1.577,-2.098,-0.451,-1.561,Closed Autocracy,0.397,0.585,0.545,0.495,0.562,0.338,0.663,0.666,0.81,0.506,,,,,,,7061.223,45.319,7.375,23742.85,23742.85
755,Tunisia,1981,,0.198,0.161,0.121,0.192,0.19,1.062,0.764,-2.002,-1.478,Electoral Autocracy,0.639,0.657,0.599,0.525,0.653,0.427,0.544,0.899,0.678,0.256,,,,,,,3444.55,4.925,8.903,544.016,551.015
756,El Salvador,1981,,0.104,0.041,0.102,0.032,0.06,2.737,3.858,3.321,2.464,Closed Autocracy,0.895,0.84,0.856,0.772,0.848,0.606,0.124,0.112,0.019,0.079,,,,,,,889.373,1.953,14.818,0.0,0.0
757,Sri Lanka,1981,,0.526,0.342,0.278,0.306,0.346,0.395,2.254,-1.064,-0.811,Electoral Democracy,0.394,0.511,0.264,0.302,0.257,0.19,0.685,0.661,0.664,0.574,,,,,,,4580.149,2.828,17.969,0.0,0.0
758,Malta,1981,,0.673,0.502,0.292,0.504,0.58,1.825,-0.154,2.395,1.323,Electoral Democracy,0.354,0.462,0.338,0.25,0.434,0.241,0.735,0.737,0.951,0.764,,,,,,,373.877,10.312,11.51,,
759,Algeria,1981,,0.195,0.111,0.043,0.148,0.216,-0.722,-0.716,-0.122,-0.37,Closed Autocracy,0.732,0.405,0.535,0.595,0.489,0.498,0.357,0.364,0.679,0.207,,,,,,,21437.323,10.016,14.61,1434.55,1444.935
760,Nigeria,1981,,0.387,0.265,0.263,0.238,0.169,-1.119,0.831,0.2,0.545,Electoral Autocracy,0.777,0.863,0.897,0.9,0.898,0.923,0.189,0.662,0.636,0.675,,,,,,,26071.864,3.188,20.555,567.993,569.528
761,Brazil,1981,,0.262,0.136,0.175,0.115,0.13,2.633,2.263,1.054,0.724,Closed Autocracy,0.634,0.508,0.639,0.674,0.557,0.499,0.313,0.789,0.283,0.288,,,,,,,89091.992,6.777,101.725,56.904,124.812
762,Spain,1981,5288866085.17188,0.868,0.792,0.616,0.775,0.763,-1.693,1.908,1.457,1.122,Electoral Democracy,0.029,0.07,0.021,0.048,0.015,0.042,0.986,0.956,0.919,0.922,,,,,,,66141.065,16.319,14.601,107.986,156.926
763,Uganda,1981,,0.226,0.101,0.07,0.097,0.163,1.642,1.651,-1.551,-1.261,Electoral Autocracy,0.886,0.716,0.805,0.821,0.734,0.7,0.137,0.17,0.625,0.221,,,,,,,1208.055,0.904,108.74,0.0,0.088
764,Trinidad and Tobago,1981,,0.68,0.567,0.386,0.512,0.481,-1.98,-1.236,-1.66,-1.049,Electoral Democracy,0.175,0.378,0.137,0.137,0.176,0.171,0.875,0.814,0.902,0.852,,,,,,,2265.296,18.945,14.332,6877.6,6877.6
765,Malaysia,1981,5369486690.17058,0.273,0.193,0.174,0.162,0.229,1.052,-0.407,-0.195,-0.014,Electoral Autocracy,0.544,0.624,0.389,0.398,0.452,0.535,0.592,0.708,0.651,0.262,,,,,,,10687.521,7.096,9.7,582.138,759.907
766,Saudi Arabia,1981,,0.013,0.037,0.015,0.036,0.108,-1.508,-0.995,-2.939,-2.945,Closed Autocracy,0.816,0.608,0.613,0.432,0.796,0.651,0.298,0.209,0.178,0.114,,,,,,,39435.202,34.696,2.799,29184.95,29184.95
767,Belgium,1981,10088403536.4038,0.859,0.78,0.59,0.759,0.792,-1.669,-1.301,0.354,-1.636,Liberal Democracy,0.06,0.14,0.025,0.034,0.02,0.015,0.983,0.953,0.991,0.954,,,,,,,24723.098,23.654,8.145,49.737,49.737
768,Bulgaria,1981,,0.18,0.059,0.096,0.04,0.26,1.389,-2.258,-0.97,-2.94,Closed Autocracy,0.61,0.095,0.169,0.317,0.285,0.906,0.306,0.054,0.262,0.075,,,,,,,8902.286,9.586,,284.267,356.689
769,Poland,1981,,0.214,0.134,0.092,0.071,0.255,2.095,-1.581,2.911,2.543,Closed Autocracy,0.51,0.459,0.125,0.191,0.144,0.33,0.642,0.555,0.234,0.287,,,,,,,29812.613,7.918,21.207,471.93,539.921
770,Portugal,1981,,0.848,0.785,0.55,0.707,0.746,-1.668,0.18,0.582,-1.147,Liberal Democracy,0.08,0.106,0.099,0.114,0.093,0.132,0.945,0.928,0.973,0.98,,,,,,,13067.935,12.584,16.08,1.483,9.541
771,Zambia,1981,,0.192,0.145,0.152,0.154,0.189,-0.17,0.806,-0.098,-0.779,Electoral Autocracy,0.475,0.421,0.234,0.215,0.244,0.185,0.692,0.38,0.543,0.325,,,,,,,1202.982,1.879,13.997,6.578,507.15
772,Niger,1981,,0.092,0.087,0.062,0.046,0.148,-3.741,-1.571,-2.006,-0.499,Closed Autocracy,0.596,0.526,0.266,0.315,0.23,0.192,0.661,0.357,0.43,0.247,,,,,,,1009.33,1.507,22.913,0.4,1.353
773,Syria,1981,,0.144,0.036,0.06,0.022,0.131,1.349,0.909,-0.944,-1.938,Electoral Autocracy,0.95,0.697,0.896,0.877,0.891,0.83,0.082,0.449,0.101,0.022,,,,,,,4205.317,4.587,18.394,541.1,541.1
774,Iceland,1981,,0.853,0.751,0.606,0.682,0.765,,-1.522,,,Liberal Democracy,0.057,0.158,0.015,0.021,0.02,0.019,0.97,0.966,0.903,0.907,,,,,,,708.886,28.599,50.864,,
775,Morocco,1981,,0.162,0.152,0.063,0.091,0.104,0.033,-1.02,-0.44,0.296,Closed Autocracy,0.699,0.872,0.606,0.748,0.54,0.806,0.34,0.805,0.819,0.141,,,,,,,7300.936,3.461,12.493,4.997,19.8
776,India,1981,,0.655,0.508,0.404,0.588,0.434,-0.211,1.014,0.135,0.321,Electoral Democracy,0.247,0.485,0.38,0.37,0.422,0.364,0.669,0.676,0.644,0.827,,,,,,,104869.806,1.404,13.115,27.286,32.022
777,Central African Republic,1981,,0.173,0.082,0.083,0.085,0.162,0.353,0.329,-0.042,0.237,Closed Autocracy,0.87,0.82,0.876,0.885,0.868,0.869,0.174,0.313,0.357,0.463,,,,,,,307.238,1.249,14.66,0.0,0.61
778,Sudan,1981,,0.187,0.084,0.075,0.07,0.092,-0.054,0.657,0.022,-0.49,Electoral Autocracy,0.748,0.694,0.544,0.557,0.514,0.385,0.334,0.254,0.245,0.224,,,,,,,3492.378,2.122,,0.0,0.778
779,Colombia,1981,1607000000.0,0.411,0.272,0.165,0.137,0.135,-0.16,2.678,0.234,1.395,Electoral Autocracy,0.461,0.804,0.525,0.517,0.502,0.421,0.511,0.52,0.334,0.371,,,,,,,20716.986,7.099,27.397,160.063,179.486
780,Netherlands,1981,18404699217.5024,0.863,0.81,0.584,0.795,0.778,-2.055,-1.443,1.466,-2.009,Liberal Democracy,0.026,0.024,0.018,0.019,0.024,0.022,0.984,0.936,0.968,0.964,,,,,,,37809.061,24.929,6.8,1059.486,1059.486
781,Switzerland,1981,,0.878,0.82,0.773,0.84,0.789,-2.304,-1.014,0.278,-1.79,Liberal Democracy,0.019,0.066,0.012,0.023,0.011,0.018,0.993,0.819,0.99,0.947,,,,,,,22218.605,32.319,6.487,0.0,0.0
782,Israel,1981,,0.764,0.685,0.497,0.609,0.606,0.452,0.424,0.856,-0.682,Liberal Democracy,0.086,0.13,0.121,0.154,0.138,0.189,0.929,0.89,0.939,0.845,,,,,,,7549.272,18.539,120.509,13.738,18.172
783,Burma/Myanmar,1981,,0.137,0.027,0.064,0.047,0.062,2.428,1.386,-0.31,-1.39,Closed Autocracy,0.953,0.762,0.888,0.833,0.913,0.781,0.071,0.054,0.135,0.059,,,,,,,3617.62,1.015,,27.943,31.589
784,Chile,1981,,0.074,0.043,0.034,0.018,0.04,2.876,1.491,-1.819,-0.436,Closed Autocracy,0.635,0.32,0.433,0.285,0.467,0.225,0.373,0.6,0.168,0.041,,,,,,,9724.248,7.968,9.54,147.536,706.03
785,Comoros,1981,,0.229,0.103,0.139,0.16,0.166,0.593,0.734,-1.775,-1.291,Closed Autocracy,0.81,0.77,0.694,0.713,0.664,0.612,0.255,0.757,0.369,0.432,,,,,,,86.438,2.362,,0.0,0.0
786,Eswatini,1981,280480819.7317,0.133,0.107,0.129,0.047,0.071,1.588,-1.265,-1.09,-1.713,Closed Autocracy,0.604,0.465,0.468,0.425,0.598,0.709,0.366,0.14,0.486,0.187,,,,,,,257.987,3.875,20.056,22.364,22.364
787,Indonesia,1981,,0.191,0.057,0.048,0.117,0.122,0.282,1.122,-0.032,0.037,Electoral Autocracy,0.962,0.642,0.955,0.92,0.943,0.819,0.056,0.552,0.36,0.138,,,,,,,43879.003,2.764,,341.791,357.86
788,South Africa,1981,14832135185.812,0.181,0.097,0.135,0.14,0.035,2.927,2.211,2.276,3.364,Electoral Autocracy,0.58,0.461,0.351,0.422,0.347,0.555,0.407,0.141,0.236,0.138,,,,,,,30242.173,9.479,15.741,361.058,1335.218
789,Bangladesh,1981,,0.373,0.189,0.165,0.138,0.168,1.378,1.828,-0.801,-1.059,Electoral Autocracy,0.711,0.466,0.696,0.768,0.686,0.885,0.267,0.865,0.485,0.529,,,,,,,10570.346,1.166,,2.854,2.854
790,Sweden,1981,,0.912,0.879,0.698,0.885,0.872,-2.36,-2.272,-1.081,-1.46,Liberal Democracy,0.013,0.025,0.003,0.004,0.004,0.004,0.995,0.957,0.973,0.977,,,,,,,22114.332,24.975,12.108,0.705,266.945
791,Singapore,1981,,0.355,0.288,0.093,0.258,0.322,-0.937,-2.437,-3.588,-2.672,Electoral Autocracy,0.186,0.194,0.009,0.009,0.011,0.003,0.971,0.714,0.907,0.375,,,,,,,3727.383,13.793,8.181,0.0,954.225
792,Paraguay,1981,,0.164,0.043,0.063,0.021,0.04,0.635,1.035,-1.253,0.204,Electoral Autocracy,0.966,0.954,0.976,0.959,0.978,0.937,0.033,0.197,0.097,0.043,,,,,,,1692.5,4.815,13.973,0.0,0.0
793,Chad,1981,,0.091,0.029,0.051,0.022,0.078,1.35,1.767,-0.169,-0.441,Closed Autocracy,0.919,0.715,0.87,0.657,0.932,0.817,0.113,0.698,0.084,0.176,,,,,,,404.696,0.823,,0.0,0.0
794,Seychelles,1981,,0.202,0.17,0.047,0.112,0.23,0.749,-0.898,-1.941,-0.962,Electoral Autocracy,0.557,0.563,0.432,0.486,0.376,0.32,0.505,0.478,0.447,0.203,,,,,,,71.795,10.203,10.577,,
795,Italy,1981,8455833333.33333,0.808,0.716,0.583,0.746,0.729,-0.696,-0.196,-0.433,0.095,Liberal Democracy,0.173,0.284,0.216,0.29,0.165,0.192,0.858,0.887,0.974,0.946,,,,,,,127616.763,21.182,19.51,61.067,63.629
796,Cape Verde,1981,,0.307,0.265,0.121,0.263,0.267,-0.85,-0.554,-1.602,-1.626,Electoral Autocracy,0.272,0.337,0.202,0.217,0.212,0.304,0.788,0.44,0.628,0.673,,,,,,,52.875,1.695,,,
797,Haiti,1981,,0.15,0.033,0.05,0.043,0.043,1.837,2.083,-0.045,0.128,Closed Autocracy,0.968,0.824,0.934,0.871,0.938,0.74,0.043,0.416,0.202,0.071,,,,,,,1232.446,2.072,10.858,0.0,4.753
798,Afghanistan,1981,,0.083,0.051,0.024,0.028,0.116,,,,,Closed Autocracy,0.809,0.724,0.521,0.553,0.499,0.547,0.242,0.115,0.24,0.091,,,,,,,2631.751,1.84,,26.813,26.813
799,Norway,1981,734567369.906942,0.865,0.829,0.631,0.833,0.826,-1.811,-0.732,0.4,-2.113,Liberal Democracy,0.011,0.025,0.006,0.006,0.012,0.008,0.995,0.96,0.983,0.957,,,,,,,11945.171,27.408,13.657,4657.825,4759.735
800,Denmark,1981,,0.908,0.883,0.702,0.865,0.87,-2.744,-1.445,0.527,-1.821,Liberal Democracy,0.006,0.029,0.002,0.002,0.003,0.001,0.999,0.935,0.997,0.992,,,,,,,13665.863,25.175,11.728,89.384,89.384
801,Philippines,1981,,0.173,0.061,0.132,0.098,0.07,-0.202,0.564,0.879,0.882,Closed Autocracy,0.901,0.833,0.918,0.891,0.914,0.814,0.107,0.745,0.211,0.116,,,,,,,19337.363,3.652,13.083,1.756,58.774
802,Mexico,1981,,0.306,0.134,0.17,0.178,0.158,-0.508,-0.201,0.752,1.806,Electoral Autocracy,0.856,0.83,0.857,0.824,0.826,0.77,0.25,0.759,0.379,0.663,,,,,,,93220.895,12.323,27.934,1058.26,1112.713
803,Cameroon,1981,,0.164,0.082,0.1,0.039,0.115,0.589,0.646,-0.047,0.625,Electoral Autocracy,0.866,0.812,0.582,0.645,0.596,0.681,0.189,0.718,0.4,0.135,,,,,,,2513.868,2.599,10.727,282.049,282.133
804,Thailand,1981,,0.299,0.206,0.096,0.25,0.145,0.089,1.283,-0.414,-0.448,Electoral Autocracy,0.712,0.919,0.893,0.805,0.895,0.777,0.356,0.72,0.516,0.455,,,,,,,19262.178,3.773,12.7,6.589,32.858
805,Nicaragua,1981,,0.185,0.081,0.095,0.209,0.157,0.178,1.078,2.485,1.111,Closed Autocracy,0.699,0.286,0.497,0.553,0.473,0.55,0.351,0.424,0.399,0.569,,,,,,,1576.039,4.516,23.8,0.0,23.022
806,Jordan,1981,,0.127,0.118,0.056,0.118,0.155,-1.542,-0.754,-1.594,-1.086,Closed Autocracy,0.485,0.653,0.343,0.363,0.343,0.437,0.601,0.708,0.628,0.24,,,,,,,1383.167,5.505,7.7,0.0,0.0
807,Iran,1981,,0.125,0.097,0.039,0.154,0.176,-0.174,0.631,1.114,0.194,Electoral Autocracy,0.697,0.327,0.68,0.661,0.65,0.473,0.226,0.524,0.141,0.073,,,,,,,22662.767,5.508,24.204,1002.303,1007.024
808,Tanzania,1981,,0.25,0.242,0.085,0.177,0.269,-1.861,-2.15,-1.821,-1.881,Electoral Autocracy,0.205,0.268,0.094,0.181,0.066,0.054,0.829,0.152,0.701,0.53,,,,,,,2951.906,1.45,25.65,0.008,0.047
809,Argentina,1981,,0.071,0.051,0.111,0.049,0.119,2.218,0.9,-1.31,1.841,Closed Autocracy,0.65,0.273,0.514,0.374,0.575,0.339,0.2,0.779,0.021,0.03,,,,,,,24277.711,8.558,104.477,578.441,586.678
810,Mongolia,1981,,0.179,0.056,0.039,0.059,0.213,-2.496,-1.798,-3.1,-3.296,Closed Autocracy,0.667,0.163,0.101,0.194,0.095,0.058,0.47,0.038,0.248,0.115,,,,,,,388.037,2.124,,200.259,415.055
811,Zimbabwe,1981,,0.322,0.232,0.198,0.255,0.23,0.383,0.958,0.773,0.121,Electoral Autocracy,0.498,0.515,0.466,0.474,0.43,0.195,0.667,0.336,0.857,0.518,,,,,,,2585.37,3.17,13.2,30.121,182.476
812,Barbados,1981,,0.735,0.633,0.276,0.461,0.581,-2.988,-2.655,-0.982,-1.994,Electoral Democracy,0.132,0.353,0.104,0.092,0.125,0.075,0.928,0.823,0.913,0.872,,,,,,,358.602,13.216,14.57,0.0,0.0
813,Peru,1981,,0.674,0.47,0.364,0.497,0.328,0.255,2.779,0.727,-1.268,Electoral Democracy,0.331,0.442,0.347,0.452,0.289,0.442,0.634,0.742,0.492,0.844,,,,,,,9967.337,5.297,75.433,340.011,597.266
814,Canada,1981,59078830873.0493,0.825,0.748,0.571,0.749,0.695,-1.823,-1.928,-0.993,-0.715,Liberal Democracy,0.055,0.097,0.035,0.048,0.046,0.031,0.975,0.837,0.928,0.939,,,,,,,75219.938,28.441,12.472,2163.803,2713.41
815,Solomon Islands,1981,,0.514,0.407,0.285,0.296,0.312,-2.424,-1.941,-1.947,-2.063,Electoral Democracy,0.28,0.498,0.145,0.298,0.102,0.258,0.797,0.708,0.78,0.798,,,,,,,60.953,2.411,,0.0,4.666
816,Jamaica,1981,,0.478,0.38,0.307,0.354,0.373,-1.181,1.292,-2.248,-1.821,Electoral Autocracy,0.241,0.68,0.186,0.205,0.182,0.242,0.813,0.818,0.731,0.816,,,,,,,1156.582,4.94,12.74,0.0,349.592
817,Costa Rica,1981,,0.848,0.771,0.578,0.766,0.712,-1.166,-0.929,1.122,-1.043,Electoral Democracy,0.101,0.346,0.19,0.285,0.14,0.153,0.923,0.906,0.838,0.982,,,,,,,2030.268,7.876,37.07,0.0,8.733
818,Kenya,1981,,0.207,0.114,0.117,0.163,0.142,-1.196,0.482,-0.424,-0.309,Electoral Autocracy,0.828,0.678,0.886,0.885,0.861,0.798,0.14,0.393,0.263,0.239,,,,,,,3900.172,2.137,7.895,0.0,0.006
819,Fiji,1981,,0.582,0.429,0.298,0.451,0.361,0.578,-0.999,-0.757,-1.49,Electoral Democracy,0.465,0.357,0.318,0.313,0.366,0.342,0.741,0.63,0.719,0.809,,,,,,,379.099,5.438,11.181,0.0,52.489
820,Honduras,1981,,0.192,0.098,0.143,0.132,0.062,-1.502,-1.065,-0.822,0.906,Electoral Autocracy,0.803,0.878,0.826,0.838,0.835,0.856,0.197,0.866,0.29,0.468,,,,,,,1264.649,3.236,9.4,0.0,26.198
821,Ethiopia,1981,,0.072,0.015,0.017,0.028,0.124,1.737,1.79,0.149,-0.807,Closed Autocracy,0.882,0.386,0.462,0.577,0.427,0.652,0.157,0.034,0.171,0.056,,,,,,,3205.18,0.838,,0.0,0.324
822,Oman,1981,,0.014,0.063,0.05,0.017,0.115,-2.914,-2.272,-2.396,-1.871,Closed Autocracy,0.704,0.598,0.305,0.379,0.289,0.377,0.522,0.429,0.657,0.092,,,,,,,1649.293,12.421,,7774.648,7774.648
823,Finland,1981,1201744319.7617,0.824,0.779,0.573,0.699,0.768,-1.806,-1.178,-0.428,-0.426,Liberal Democracy,0.028,0.075,0.016,0.018,0.016,0.017,0.99,0.938,0.985,0.919,,,,,,,10725.879,21.071,12.034,0.0,146.491
824,Ghana,1981,,0.256,0.226,0.141,0.143,0.172,0.228,0.667,2.087,2.128,Closed Autocracy,0.479,0.527,0.715,0.701,0.712,0.642,0.491,0.516,0.55,0.623,,,,,,,3119.185,2.504,116.504,5.116,36.848
825,Liberia,1981,,0.092,0.045,0.09,0.058,0.12,0.933,0.995,1.127,0.712,Closed Autocracy,0.897,0.791,0.899,0.873,0.877,0.783,0.103,0.464,0.231,0.069,,,,,,,395.473,1.935,7.61,0.0,540.941
826,Uruguay,1981,,0.106,0.046,0.085,0.034,0.209,1.51,-0.266,-2.939,-1.423,Closed Autocracy,0.637,0.38,0.303,0.216,0.339,0.227,0.338,0.885,0.149,0.082,,,,,,,3193.093,10.253,34.046,0.0,0.0
827,Pakistan,1981,,0.108,0.058,0.045,0.092,0.071,-1.505,-0.266,-0.342,-0.246,Closed Autocracy,0.694,0.697,0.596,0.54,0.625,0.53,0.326,0.754,0.235,0.213,,,,,,,19211.074,2.159,11.88,21.855,21.875
828,Albania,1981,,0.174,0.059,0.049,0.046,0.229,1.901,-0.138,-2.573,-1.823,Closed Autocracy,0.581,0.154,0.076,0.064,0.104,0.052,0.486,0.004,0.026,0.02,,,,,,,1152.619,3.974,,844.725,1053.709
829,Madagascar,1981,,0.202,0.095,0.14,0.083,0.126,-0.275,-0.221,-2.149,-2.095,Electoral Autocracy,0.846,0.705,0.657,0.781,0.499,0.746,0.231,0.823,0.272,0.227,,,,,,,1402.546,1.468,30.538,0.0,6.784
830,United Kingdom,1981,57262895969.988,0.814,0.74,0.58,0.668,0.658,-0.495,0.369,1.628,0.028,Liberal Democracy,0.061,0.093,0.03,0.033,0.027,0.022,0.979,0.887,0.992,0.859,,,,,,,127934.034,21.262,12.189,1251.936,1256.163
831,Romania,1981,,0.187,0.044,0.05,0.023,0.252,1.937,-1.505,-2.622,-2.567,Closed Autocracy,0.79,0.286,0.283,0.34,0.449,0.619,0.212,0.181,0.149,0.049,,,,,,,14730.196,6.205,2.2,691.655,712.214
832,Maldives,1981,,0.155,0.061,0.036,0.028,0.154,-1.318,-1.587,-2.211,-1.727,Closed Autocracy,0.94,0.515,0.833,0.764,0.831,0.496,0.116,0.702,0.275,0.093,,,,,,,49.752,2.834,23.7,,
833,Gabon,1981,,0.184,0.104,0.076,0.1,0.112,-1.446,-0.887,0.63,-0.842,Closed Autocracy,0.831,0.634,0.845,0.87,0.833,0.858,0.216,0.302,0.497,0.357,,,,,,,996.256,12.476,8.707,6464.123,6464.948
834,United States of America,1981,109292000000.0,0.861,0.793,0.618,0.782,0.691,-0.734,-0.801,0.302,0.685,Liberal Democracy,0.057,0.183,0.042,0.064,0.032,0.064,0.968,0.925,0.954,0.973,,,,,,,820464.563,33.286,,1775.401,1848.901
835,Cyprus,1981,,0.636,0.507,0.384,0.528,0.498,1.116,-1.233,-1.789,-1.538,Electoral Democracy,0.23,0.431,0.214,0.239,0.19,0.159,0.823,0.77,0.823,0.79,,,,,,,756.587,11.817,10.74,0.0,12.181
836,Benin,1981,,0.107,0.09,0.048,0.111,0.139,0.334,-1.06,-1.063,0.426,Closed Autocracy,0.661,0.248,0.496,0.449,0.518,0.3,0.401,0.579,0.375,0.151,,,,,,,707.944,1.769,,0.0,0.0
837,France,1981,,0.865,0.79,0.619,0.776,0.726,0.179,-0.026,-0.193,-0.691,Liberal Democracy,0.066,0.045,0.08,0.061,0.099,0.038,0.964,0.948,0.933,0.957,,,,,,,146413.162,25.059,13.333,70.942,87.186
838,Lesotho,1981,,0.122,0.124,0.052,0.046,0.178,-0.799,0.179,0.573,1.143,Closed Autocracy,0.586,0.663,0.535,0.544,0.58,0.597,0.417,0.544,0.426,0.228,,,,,,,197.599,1.353,12.413,0.0,0.0
839,Germany,1981,21614777373.4321,0.871,0.829,0.629,0.832,0.799,-0.61,-1.332,2.197,1.302,Liberal Democracy,0.016,0.018,0.011,0.012,0.01,0.007,0.994,0.938,0.991,0.979,,,,,,,186193.274,23.855,6.324,295.277,299.718
840,Malawi,1981,,0.168,0.08,0.056,0.049,0.121,-1.042,-0.526,-1.429,-1.485,Electoral Autocracy,0.485,0.078,0.131,0.136,0.162,0.072,0.618,0.281,0.383,0.022,,,,,,,800.981,1.16,11.815,0.0,0.0
841,Tunisia,1982,,0.199,0.161,0.12,0.191,0.19,1.062,0.927,-2.002,-1.478,Electoral Autocracy,0.636,0.636,0.599,0.525,0.653,0.427,0.544,0.899,0.678,0.256,,,,,,,3547.074,4.948,13.673,471.808,476.917
842,Belgium,1982,11125319693.3317,0.859,0.781,0.593,0.76,0.793,-1.669,-1.487,0.354,-1.636,Liberal Democracy,0.059,0.138,0.025,0.034,0.02,0.015,0.983,0.953,0.991,0.954,,,,,,,24691.821,23.665,8.726,50.963,50.963
843,Syria,1982,,0.144,0.037,0.06,0.022,0.131,2.219,1.214,-0.594,-1.938,Electoral Autocracy,0.95,0.69,0.896,0.877,0.891,0.83,0.087,0.449,0.106,0.022,,,,,,,4220.45,4.45,14.303,433.985,433.985
